,0
0,0.23812710579318871
1,0.694862429501853
2,0.7110664800537166
3,0.9199109611818793
4,0.9521083913902528
5,0.9937775675738689
6,0.8794448493517375
7,0.7427300033013804
8,0.45780572105086154
9,0.5674611816607766
10,0.817004096122892
11,0.8055765720905882
12,0.6698749282458092
13,0.46152352060666224
14,0.4890431598099723
15,0.7766468542713418
16,0.7388422506463629
17,0.691991837727038
18,0.7738295567963002
19,0.8424601990611823
20,0.7764740542681338
21,0.6700886067056504
22,0.5815368855034851
23,0.3803036760998027
24,0.48197549894016767
25,0.44670624004595766
26,0.5587615636034725
27,0.33885292107387327
28,0.19289382431078125
29,0.04576325547417223
30,0.12705083444619647
31,0.6459453377982042
32,0.42634921849207963
33,0.27411988959205064
34,0.8502172219877436
35,0.5477196119090196
36,0.5468440764693578
37,0.33221374817364363
38,0.2112943609014149
39,0.18550934094262572
40,0.12507955586446928
41,0.130620607847291
42,0.324590690395168
43,0.8895240847949133
44,0.8645080502347584
45,0.41213347653453203
46,0.19489501145046634
47,0.20593099942730317
48,0.35665766428069123
49,0.21041268180438139
50,0.260438710090037
51,0.1162905912920623
52,0.2415319387025454
53,0.3248411922407201
54,0.14008241857745335
55,0.04152663819145739
56,0.17578552507538897
57,0.1269421508337804
58,0.6290411223778247
59,0.5864713027322129
60,0.8312609286089276
61,0.6434722779285715
62,0.657039272802782
63,0.560177021132819
64,0.47269582580124797
65,0.1274200194134432
66,0.5554731003046662
67,0.2504752787324653
68,0.5100964196898409
69,0.6522407036631545
70,0.6115371741782646
71,0.7946388697788584
72,0.5715643414825735
73,0.4136264238343676
74,0.11735778827717684
75,0.053556549114337805
76,0.03881069178378881
77,0.12366165629558179
78,0.05144657553951915
79,0.474855321367391
80,0.7596510366624939
81,0.6594639610102424
82,0.21669471284815353
83,0.037011949722056056
84,0.01499594788523103
85,0.04552096659318184
86,0.3583441110820551
87,0.45752014380579625
88,0.4984943155360319
89,0.15228529016403797
90,0.43314955314917836
91,0.9010290664656071
92,0.5672791276129919
93,0.5027363310114165
94,0.06898012382888459
95,0.14749711897171935
96,0.047050904365644367
97,0.04928596177632311
98,0.03850863719824135
99,0.1279003043269676
100,0.22542296060586642
101,0.6690851083940379
102,0.2997378997519119
103,0.41709942820543844
104,0.2130318077706675
105,0.16890045164621612
106,0.20353379059109927
107,0.011789305763889377
108,0.004111816209327928
109,0.003462118015853669
110,0.3676707870557201
111,0.23351045574652904
112,0.4885405623667466
113,0.5093350303194633
114,0.5803006222650925
115,0.6662369576773212
116,0.639520659513136
117,0.5586194111965045
118,0.4938789507733412
119,0.35530807755475446
120,0.31175430234027846
121,0.12923049611781262
122,0.33725915609951174
123,0.654746943138446
124,0.6675926109435915
125,0.6259197974063432
126,0.47161722834732867
127,0.8183570952777665
128,0.7507427977377665
129,0.5657150269926342
130,0.45129418970159024
131,0.19939725837104808
132,0.5751084477628078
133,0.43880063829258353
134,0.6467871409601005
135,0.44192380122014063
136,0.1607516227545543
137,0.17355329528944197
138,0.12385040024642492
139,0.16259815167425332
140,0.14241528609817067
141,0.2357077258085201
142,0.6313893104834521
143,0.9116441946332248
144,0.7399235729022964
145,0.7029286274871498
146,0.4974181601216537
147,0.5097773865030634
148,0.6761520109463008
149,0.9451718680438022
150,0.9889973008779595
151,0.9625943420925693
152,0.9984549344352227
153,0.980579603432829
154,0.7496709158925852
155,0.8762990911320059
156,0.8333302743574872
157,0.8658640119691813
158,0.7667437091583347
159,0.5236130956966661
160,0.5498238659701764
161,0.5681879004960914
162,0.8688629264954582
163,0.6043675003198429
164,0.8895011039175481
165,0.7589794372301883
166,0.7532175091972992
167,0.8374609713883193
168,0.7123047611879407
169,0.5732571632924235
170,0.8118995908401307
171,0.868559612331621
172,0.699012971317166
173,0.4174779186286205
174,0.3305686103990424
175,0.3291184116440147
176,0.1877345016667434
177,0.7339921159139002
178,0.9347928658205437
179,0.9361255767679678
180,0.8770558920386143
181,0.7739037947983478
182,0.845306447557625
183,0.829818351587836
184,0.581834827180332
185,0.3154832067495711
186,0.1789771293742937
187,0.3377479624457504
188,0.3555690159061346
189,0.10110757032514779
190,0.07139067391268639
191,0.22451103877704304
192,0.488680169911456
193,0.6202077512442898
194,0.32895126046385026
195,0.18535666205995185
196,0.3191305727438723
197,0.2805417209731276
198,0.05240274969539412
199,0.013596646375374536
200,0.6217882263824123
201,0.7642400916623397
202,0.5093386676730954
203,0.23149215505079712
204,0.47631860431322276
205,0.6389116277044399
206,0.7014803695109153
207,0.6425254606399907
208,0.3358268742030115
209,0.399124140668778
210,0.20579438659424143
211,0.5613138419505326
212,0.6371947582315305
213,0.44872763184963493
214,0.2595183696512169
215,0.2698254216778925
216,0.11263637473420648
217,0.04734432184292035
218,0.6324697330406074
219,0.564233660101359
220,0.7692169682469824
221,0.918168488852308
222,0.7440277545248486
223,0.304110943501513
224,0.07333645246046923
225,0.302538237904983
226,0.011088646061045487
227,0.5870504452622106
228,0.798143157961734
229,0.7328490229104181
230,0.3245629154085986
231,0.3108545907091603
232,0.18332971782952862
233,0.019973968372606083
234,0.8884972071679053
235,0.7360476962711522
236,0.5340800370490816
237,0.05218233634755559
238,0.21395656958634088
239,0.5019830260772036
240,0.2567955469743143
241,0.09219334197712509
242,0.010566165274819805
243,0.009549621330922346
244,0.004828786165738036
245,0.04044409491575336
246,0.5524897120087345
247,0.34758188859060873
248,0.2415850851946623
249,0.006977395376663906
250,0.0012407617322841406
251,0.0999252247492533
252,0.49789627290527055
253,0.5113487618306854
254,0.2127194452076889
255,0.07174095235274958
256,0.022714412292723217
257,0.003510881689636362
258,0.0010547811419742922
259,5.2927993842153095e-05
260,1.110485349189419e-05
261,0.01744956783483299
262,0.5843341389750307
263,0.7509487644937939
264,0.34689134407260064
265,0.2193477317527014
266,0.2614376070850405
267,0.5234928316756897
268,0.2721772342843124
269,0.5956134954713919
270,0.7185929873004433
271,0.8857993832641992
272,0.6835841526440257
273,0.7766874628183413
274,0.6518782407310654
275,0.6021105288174933
276,0.6265255902994374
277,0.8879786336449453
278,0.819746622203039
279,0.7774453947748425
280,0.7693790939668282
281,0.892911604929208
282,0.943218274969488
283,0.9121249551018178
